#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
73	NM_203748	GL172985	+	380769	417465	380843	416585	11	380769,386480,386702,390410,397619,400330,408613,408788,411010,413606,416525,	380846,386597,386794,390462,397686,400461,408691,408839,411124,413702,417465,	0	dazl	cmpl	cmpl	0,0,0,2,0,1,0,0,0,0,0,
587	NM_001103075	GL172985	-	315780	323329	316432	323292	14	315780,316737,317613,317849,318475,318732,319203,319443,320038,320337,320726,320972,321188,323079,	316624,316848,317743,318090,318596,318830,319351,319642,320134,320425,320856,321089,321296,323329,	0	plk2	cmpl	cmpl	0,0,2,1,0,1,0,2,2,1,0,0,0,0,
594	NM_001128016	GL172985	-	1215670	1228281	1215918	1228191	11	1215670,1217127,1217454,1218638,1220242,1220494,1221520,1222617,1223709,1225001,1228143,	1216080,1217313,1217631,1218805,1220383,1220542,1221651,1222745,1223845,1225267,1228281,	0	depdc1b	cmpl	cmpl	0,0,0,1,1,1,2,0,2,0,0,
73	NM_001079324	GL172986	+	365769	522201	366985	521264	18	365769,366977,367843,369384,371680,385924,390097,393882,396073,452473,470290,474972,475297,494199,495812,498801,505529,521176,	365906,367040,367927,369484,371837,385984,390231,394036,396150,452648,470390,475057,475436,494300,495892,498918,505692,522201,	0	wdr70	cmpl	cmpl	-1,0,1,1,2,0,0,2,0,2,0,1,2,0,2,1,1,2,
73	NM_001142139	GL172986	-	120667	132818	123530	132763	13	120667,121634,122303,122546,123956,124639,125760,126609,127362,128452,128862,130579,132749,	121049,122260,122537,123744,124064,124691,125888,126708,127497,128596,128974,130836,132818,	0	skp2	cmpl	cmpl	-1,-1,-1,2,2,1,2,2,2,2,1,2,0,
585	NM_001079219	GL172986	+	94280	118341	94374	117861	12	94280,99745,100309,101334,102731,103852,105313,106283,115044,116369,116621,117722,	94584,99834,100398,101416,102815,103983,105395,106427,115100,116423,116745,118341,	0	nadkd1	cmpl	cmpl	0,0,2,1,2,2,1,2,2,1,1,2,
586	NM_001130220	GL172986	+	138374	156245	138412	155826	17	138374,139659,142168,143722,144682,145004,145624,146885,147993,149132,150527,150727,152910,153239,154058,154733,155800,	138586,139793,142279,143890,144893,145079,145738,147069,148175,149266,150633,150825,153014,153286,154164,154862,156245,	0	lmbrd2	cmpl	cmpl	0,0,2,2,2,0,0,0,1,0,2,0,2,1,0,1,1,
73	NM_203823	GL172987	+	762587	797884	762594	793580	7	762587,772098,786720,788216,789252,793409,797677,	762648,772257,786879,788279,789411,793602,797884,	0	etfb	cmpl	cmpl	0,0,0,0,0,0,-1,
589	NM_001007856	GL172987	+	641864	647753	641864	646891	8	641864,642038,642387,643554,644332,645581,646624,646875,	641913,642154,642507,643708,644420,645643,646719,647753,	0	usf2	incmpl	cmpl	0,1,0,0,1,2,1,2,
590	NM_001097261	GL172987	+	666535	670164	666624	669923	3	666535,668239,669824,	666705,668302,670164,	0	hamp2	cmpl	cmpl	0,0,0,
590	NM_001097260	GL172987	+	657841	659000	657864	658840	3	657841,658085,658738,	657945,658148,659000,	0	hamp	cmpl	cmpl	0,0,0,
590	NM_001102779	GL172987	+	696974	701289	696998	699940	4	696974,699332,699636,699878,	697176,699482,699771,701289,	0	lim2	cmpl	cmpl	0,1,1,1,
74	NM_001011034	GL172988	-	1169306	1180860	1174353	1180860	8	1169306,1175213,1176168,1177301,1178111,1178515,1178956,1180733,	1174392,1175363,1176352,1177516,1178230,1178621,1179075,1180860,	0	flot2	cmpl	incmpl	0,0,2,0,0,0,1,0,
585	NM_001113158	GL172988	+	63981	75138	64018	74465	9	63981,68069,69835,70795,71082,71564,71890,72793,74355,	64099,68144,69871,70854,71161,71693,72097,73814,75138,	0	LOC100127867	cmpl	cmpl	0,0,0,0,2,0,0,0,1,
585	NM_001122788	GL172988	+	12761	42868	12859	42766	19	12761,24034,27160,27509,27668,28083,29227,30453,32935,33871,34438,35530,36727,37407,38642,39301,39843,41751,42304,	12991,24106,27262,27555,27765,28197,29319,30547,33017,34039,34642,35665,36964,37536,38846,39541,40056,41934,42868,	0	taok1	cmpl	cmpl	0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,
586	NM_001103065	GL172988	-	246840	251680	247013	250815	6	246840,248054,248662,249864,250770,251655,	247161,248197,248804,249983,250832,251680,	0	cryba1	cmpl	cmpl	2,0,2,0,0,-1,
587	NM_001097411	GL172988	-	306272	309234	306411	307473	2	306272,309164,	307481,309234,	0	LOC100038306	cmpl	cmpl	0,-1,
587	NM_001016030	GL172988	+	321637	377509	340155	376552	3	321637,340059,376522,	321788,341169,377509,	0	myo18a	cmpl	cmpl	-1,0,0,
589	NM_001114213	GL172988	-	549530	571959	550220	571943	9	549530,549938,550873,551713,554938,558598,560328,567749,571826,	549924,550351,550949,551872,555091,558781,560542,567898,571959,	0	pipox	cmpl	cmpl	-1,1,0,0,0,0,2,0,0,
593	NM_001097256	GL172988	+	1081939	1119425	1082466	1118462	15	1081939,1085634,1104449,1104921,1105814,1107875,1108881,1109871,1111261,1113866,1114940,1116182,1116626,1117775,1118121,	1082520,1085816,1104522,1105309,1105935,1108008,1109046,1110030,1112006,1113995,1115084,1116284,1116709,1117914,1119425,	0	phf12	cmpl	cmpl	0,0,2,0,1,2,0,0,0,1,1,1,1,0,1,
593	NM_203980	GL172988	+	1127112	1135172	1127132	1133825	5	1127112,1130110,1132495,1132728,1133562,	1127259,1130229,1132619,1133040,1135172,	0	dhrs13	cmpl	cmpl	0,1,0,1,1,
594	NM_001011034	GL172988	+	1198723	1220831	1198818	1220831	7	1198723,1206246,1214616,1218081,1219863,1220312,1220711,	1198867,1206328,1214707,1218205,1219982,1220426,1220831,	0	flot2	cmpl	incmpl	0,1,2,0,1,0,0,
74	NM_001011027	GL172989	+	1174890	1194432	1177345	1193846	21	1174890,1177345,1177675,1177994,1178784,1179527,1180998,1181412,1182931,1184041,1185294,1185530,1186089,1186928,1187563,1187833,1188054,1189749,1191712,1192743,1193789,	1174931,1177471,1177910,1178160,1178886,1179617,1181136,1181538,1183023,1184191,1185423,1185681,1186160,1187034,1187651,1187927,1188154,1189848,1191878,1192780,1194432,	0	aldh1l1	incmpl	cmpl	-1,1,1,2,0,0,0,0,0,2,2,2,0,2,0,1,2,0,0,1,0,
585	NM_001079066	GL172989	-	71544	85056	72940	85027	13	71544,72784,73927,74181,76961,78562,79135,79566,80111,80591,82314,83684,84922,	71629,72941,74004,74274,77187,78678,79278,79686,80184,80699,82424,83745,85056,	0	txnrd3	cmpl	cmpl	-1,2,0,0,2,0,1,1,0,0,1,0,0,
585	NM_001008095	GL172989	-	26552	51511	26844	51396	3	26552,29113,51326,	27690,29193,51511,	0	chst13	cmpl	cmpl	0,1,0,
586	NM_001112992	GL172989	+	194551	205454	200321	202152	3	194551,200316,201658,	194642,200508,205454,	0	trh	cmpl	cmpl	-1,0,1,
586	NM_001030512	GL172989	-	239699	239967	239810	239967	1	239699,	239967,	0	slc25a11	cmpl	incmpl	2,
588	NM_001248009	GL172989	-	490720	508142	490893	507977	11	490720,492571,493347,494357,495241,495482,497397,500150,501115,503958,507935,	491183,492715,493483,494452,495378,495578,497563,500209,501216,504063,508142,	0	c3orf19	cmpl	cmpl	1,1,0,1,2,2,1,2,0,0,0,
591	NM_001172287	GL172989	-	863021	869435	863370	869422	4	863021,866137,866321,869401,	863451,866233,866432,869435,	0	lsm3	cmpl	cmpl	0,0,0,0,
591	NM_203547	GL172989	+	897697	903968	897754	903310	3	897697,899001,903011,	897776,899100,903968,	0	chchd4	cmpl	cmpl	0,1,1,
592	NM_001030473	GL172989	+	925039	945667	925048	945410	19	925039,927178,927712,928824,930252,930502,931207,931419,932557,934053,935765,936253,936746,937075,939145,939873,940552,943200,945266,	925174,927309,927806,928884,930381,930564,931274,931563,932646,934117,935865,936326,936868,937146,939244,939973,940634,943300,945667,	0	uroc1	cmpl	cmpl	0,0,2,0,0,0,2,0,0,2,0,1,2,1,0,0,1,2,0,
73	NM_203899	GL172990	-	916859	928737	920137	928718	4	916859,922069,923593,928679,	920275,922147,923713,928737,	0	tax1bp3	cmpl	cmpl	0,0,0,0,
73	NM_001126924	GL172990	-	509986	568925	513688	564548	20	509986,513659,521092,521338,528435,529518,536373,536582,537315,545461,546312,550361,554785,558030,560225,562969,563791,564382,566864,568898,	510801,513734,521237,521435,528491,529615,536417,536645,537410,545550,546445,550513,554866,558114,560342,563070,563962,564588,566983,568925,	0	ctps2	cmpl	cmpl	-1,2,1,0,1,0,1,1,2,0,2,0,0,0,0,1,1,0,-1,-1,
585	NM_001011440	GL172990	-	3667	23486	5078	23468	9	3667,6148,6691,6900,12377,14636,19057,22996,23372,	5194,6215,6774,6945,12462,14843,19141,23089,23486,	0	pir	cmpl	cmpl	1,0,1,1,0,0,0,0,0,
586	NM_001045645	GL172990	-	159705	200936	160204	191598	6	159705,163147,183948,185945,191419,200870,	160252,163156,184086,186054,191598,200936,	0	ap1s2	cmpl	cmpl	0,0,0,2,0,-1,
591	NM_001126606	GL172990	-	885682	897785	885917	897774	7	885682,888715,889978,891321,892950,893566,897624,	886315,888916,890154,891474,893134,893708,897785,	0	shpk	cmpl	cmpl	1,1,2,2,1,0,0,
591	NM_001045649	GL172990	+	813457	821895	816662	821863	8	813457,816293,816644,818433,820430,821058,821243,821662,	813605,816351,816895,818629,820524,821166,821353,821895,	0	aspa	cmpl	cmpl	-1,-1,0,2,0,1,1,0,
591	NM_001079150	GL172990	+	897942	912439	900945	912374	11	897942,900927,901607,902750,905562,906003,906394,907395,908964,910523,912243,	897992,901021,901701,902835,905666,906135,906494,907515,909135,910641,912439,	0	ctns	cmpl	cmpl	-1,0,1,2,0,2,2,0,0,0,1,
591	NM_001256289	GL172990	-	825447	843285	825756	838484	17	825447,826822,827004,827494,828097,828508,829207,830379,830962,832537,833167,833553,834978,836366,837556,838415,843100,	825872,826902,827120,827757,828164,828674,829281,830478,831121,832714,833448,833694,835155,836521,837628,838484,843285,	0	trpv3	cmpl	incmpl	1,2,0,1,0,2,0,0,0,0,1,1,1,2,2,2,-1,
591	NM_001256592	GL172990	-	851664	871621	851664	871621	15	851664,852649,853537,855436,858393,858990,859911,860221,862071,862677,864040,865918,867180,868115,871301,	851822,852762,853665,855747,858460,859156,859982,860311,862230,862854,864339,866059,867333,868285,871621,	0	trpv1	cmpl	cmpl	1,2,0,1,0,2,0,0,0,0,1,1,1,2,0,
592	NM_001008083	GL172990	+	1012175	1020045	1012271	1019964	7	1012175,1014062,1015874,1017058,1017686,1019062,1019507,	1012383,1014190,1016059,1017207,1017813,1019215,1020045,	0	tbl2	cmpl	cmpl	0,1,0,2,1,2,2,
592	NM_001103072	GL172990	-	1002111	1011487	1003423	1011462	6	1002111,1004736,1005463,1007752,1009012,1011370,	1003513,1004816,1005616,1007831,1009088,1011487,	0	bcl7b	cmpl	cmpl	0,1,1,0,2,0,
592	NM_001004809	GL172990	-	931716	934892	933571	933904	2	931716,934797,	933929,934892,	0	tmem93	cmpl	cmpl	0,-1,
594	NM_001097310	GL172990	+	1211450	1211961	1211671	1211961	1	1211450,	1211961,	0	cenpv	cmpl	incmpl	0,
585	NM_001126760	GL172991	-	384	39467	384	39338	10	384,1793,11475,12206,27407,29033,30500,34162,37005,39209,	447,1877,11604,12335,27467,29171,30648,34373,37500,39467,	0	jakmip1	incmpl	cmpl	0,0,0,0,0,0,2,0,0,0,
585	NM_001112988	GL172991	+	75447	93332	81184	92516	8	75447,81179,83607,86272,87292,87828,89028,90708,	75617,81332,83699,86417,87463,87909,89174,93332,	0	wfs1	cmpl	cmpl	-1,0,1,0,1,1,1,0,
586	NM_001113044	GL172991	+	195673	225639	195709	223709	20	195673,197061,197832,199355,199904,201384,204307,204690,205012,206113,208382,210684,215231,217252,217441,219906,222361,222639,223620,225291,	195832,197208,197938,199528,200020,201562,204503,204881,205166,206235,208648,210876,215484,217363,217634,220041,222474,222754,225277,225639,	0	man2b2	cmpl	cmpl	0,0,0,1,0,2,0,1,0,1,0,2,2,0,0,1,1,0,1,-1,
592	NM_001016179	GL172991	+	986941	992359	986987	991588	4	986941,989204,990004,991241,	987061,989352,990086,992359,	0	grpel1	cmpl	cmpl	0,2,0,1,
73	NM_213694	GL172992	+	123293	135316	125895	134943	14	123293,125886,127432,128365,128655,129356,129547,130600,130843,131020,131234,131599,131982,134817,	123367,126069,127493,128449,128753,129463,129717,130758,130933,131148,131307,131728,132081,135316,	0	prpf31	cmpl	cmpl	-1,0,0,1,1,0,2,1,0,0,2,0,0,0,
585	NM_001011030	GL172992	+	99280	104666	99363	104666	6	99280,100517,100690,102926,103470,104595,	99366,100604,100798,103025,103594,104666,	0	rpl18	cmpl	incmpl	0,0,0,0,0,1,
585	NM_001011268	GL172992	-	118588	123140	118967	121877	6	118588,119437,119975,121209,121637,123042,	119090,119692,120045,121280,121886,123140,	0	tfpt	cmpl	cmpl	0,0,2,0,0,-1,
586	NM_001127980	GL172992	+	147680	192214	157119	191504	21	147680,154660,156517,156672,157069,161901,170793,170966,171299,172796,174114,183004,183236,184486,186484,188393,188813,189141,189934,190415,191405,	147952,154717,156548,156739,157144,161969,170868,171056,171428,172892,174337,183147,183296,184814,186590,188577,188913,189340,190067,190541,192214,	0	LOC100158546	cmpl	cmpl	-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,
586	NM_001016263	GL172992	-	194369	196000	194437	195967	4	194369,194905,195296,195835,	194645,195162,195482,196000,	0	leng1	cmpl	cmpl	2,0,0,0,
586	NM_001017047	GL172992	-	241284	244500	241481	244497	4	241284,242875,243273,244481,	241573,242953,243348,244500,	0	ndufa3	cmpl	cmpl	1,1,1,0,
587	NM_001015801	GL172992	+	263577	321897	293711	319640	9	263577,293698,299172,303599,308497,311996,313077,313839,319562,	263659,293777,299245,303724,308572,312101,313284,313923,321897,	0	cd37	cmpl	cmpl	-1,0,0,1,0,0,0,0,0,
588	NM_001011410	GL172992	-	508769	523614	509495	516153	10	508769,509495,509706,512811,513559,513829,514870,515486,516142,523567,	509053,509597,509892,512901,513691,513871,515032,515499,516165,523614,	0	tnni3	cmpl	cmpl	-1,0,0,0,0,0,0,2,0,-1,
592	NM_001016998	GL172992	-	1015366	1025768	1015851	1025753	11	1015366,1016133,1016711,1017513,1018297,1018727,1019817,1021276,1022412,1022608,1025704,	1015986,1016382,1016798,1017636,1018404,1018866,1019934,1021428,1022516,1022744,1025768,	0	u2af2	cmpl	cmpl	0,0,0,0,1,0,0,1,2,1,0,
592	NM_001142068	GL172992	-	918720	966132	923233	944371	11	918720,922519,924116,926271,926786,927345,935631,941565,944143,960443,966106,	918948,923619,924350,926433,927084,927432,935768,941815,944610,960727,966132,	0	epn2	cmpl	cmpl	-1,1,1,1,0,0,1,0,0,-1,-1,
592	NM_001001217	GL172992	-	1015122	1025813	1015851	1025753	11	1015122,1016133,1016711,1017513,1018324,1018727,1019817,1021276,1022412,1022608,1025704,	1015986,1016382,1016798,1017636,1018404,1018866,1019934,1021428,1022516,1022744,1025813,	0	u2af2	cmpl	cmpl	0,0,0,0,1,0,0,1,2,1,0,
593	NM_001126914	GL172992	-	1098120	1105270	1098483	1101312	2	1098120,1105110,	1101331,1105270,	0	znf865	cmpl	cmpl	0,-1,
9	NM_001142252	GL172993	-	988151	1068893	988237	1068889	4	988151,989193,989842,1068829,	988366,989398,989877,1068893,	0	hba2	cmpl	cmpl	0,2,0,0,
9	NM_001113849	GL172993	-	1003846	1068925	1003881	1068889	3	1003846,1032065,1068794,	1004010,1032270,1068925,	0	hba-l2	cmpl	cmpl	0,2,0,
73	NM_001016702	GL172993	-	898949	920273	900770	914783	7	898949,900758,902021,903359,912979,914609,920247,	899617,900828,902096,903465,913070,914786,920273,	0	snrnp25	cmpl	cmpl	-1,2,2,1,0,0,-1,
74	NM_001102803	GL172993	+	1121548	1183964	1148095	1183899	15	1121548,1126059,1148074,1149579,1154641,1155944,1165358,1166041,1168488,1169334,1170882,1175409,1175915,1178576,1183733,	1121630,1126165,1148213,1149649,1154765,1156019,1165512,1166123,1168626,1169491,1170989,1175539,1176105,1178769,1183964,	0	nprl3	cmpl	cmpl	-1,-1,0,1,2,0,0,1,2,2,0,2,0,1,2,
589	NM_001030435	GL172993	-	578746	600253	578989	595343	14	578746,580020,580588,581777,582046,583414,584978,586137,589588,593173,595002,595333,597861,599976,	579130,580096,580703,581888,582106,583453,585100,586248,589678,593322,595106,595411,597946,600253,	0	alg1	cmpl	cmpl	0,2,1,1,1,1,2,2,2,0,1,0,-1,-1,
592	NM_001016313	GL172993	+	920437	928242	920471	927551	3	920437,923985,927423,	920582,924073,928242,	0	LOC549067	cmpl	cmpl	0,0,1,
592	NM_203529	GL172993	-	939456	940502	939567	940461	3	939456,939991,940366,	939696,940196,940502,	0	hba1	cmpl	cmpl	0,2,0,
592	NM_001015904	GL172993	-	952534	956313	952798	956284	3	952534,954085,956189,	952927,954290,956313,	0	hba3	cmpl	cmpl	0,2,0,
592	NM_001016009	GL172993	-	1003795	1005993	1003881	1005964	3	1003795,1004833,1005869,	1004010,1005038,1005993,	0	hba-l5	cmpl	cmpl	0,2,0,
592	NM_001171903	GL172993	-	1015236	1016967	1015408	1016929	3	1015236,1015721,1016834,	1015537,1015926,1016967,	0	hba-l4	cmpl	cmpl	0,2,0,
592	NM_001171902	GL172993	-	1031580	1034851	1031752	1034811	3	1031580,1032065,1034716,	1031881,1032270,1034851,	0	hba-l3	cmpl	cmpl	0,2,0,
592	NM_203528	GL172993	-	931179	932691	931246	932642	3	931179,932144,932550,	931375,932367,932691,	0	hbg1	cmpl	cmpl	0,2,0,
592	NM_001142084	GL172993	-	973764	975625	973849	975539	3	973764,974401,975444,	973978,974606,975625,	0	hba4	cmpl	cmpl	0,2,0,
592	NM_001015803	GL172993	+	920390	928242	920471	927551	4	920390,923985,927423,927730,	920582,924073,927679,928242,	0	polr3k	cmpl	cmpl	0,0,1,-1,
593	NM_001005092	GL172993	-	1133361	1134743	1133438	1134691	3	1133361,1134153,1134596,	1133567,1134358,1134743,	0	hbz	cmpl	cmpl	0,2,0,
594	NM_001017178	GL172993	-	1212706	1220355	1212706	1220319	3	1212706,1219168,1220295,	1212912,1219378,1220355,	0	LOC549932	incmpl	cmpl	0,0,0,
586	NM_203847	GL172994	-	143002	154267	144525	154031	4	143002,146026,151055,153950,	144566,146548,151365,154267,	0	vgll2	cmpl	cmpl	1,1,0,0,
588	NM_001005815	GL172994	-	492339	506516	492504	506432	7	492339,494069,494790,496869,501993,504143,506359,	492614,494132,494923,497013,502124,504209,506516,	0	rwdd1	cmpl	cmpl	1,1,0,0,1,1,0,
588	NM_001017224	GL172994	+	467842	476860	467856	476717	8	467842,469245,470483,470830,471661,473921,475189,476669,	468523,469354,470656,471019,471830,474073,475410,476860,	0	zufsp	cmpl	cmpl	0,1,2,1,1,2,1,0,
589	NM_001126796	GL172994	-	595224	616396	595545	606741	6	595224,598346,598689,600114,606325,616243,	597295,598554,598929,600368,606794,616396,	0	dse	cmpl	cmpl	2,1,1,2,0,-1,
590	NM_001113885	GL172994	-	764413	779174	764413	778597	6	764413,768945,770626,776086,778504,779142,	764493,769055,770698,776178,778814,779174,	0	abhd10	incmpl	cmpl	2,2,2,0,0,-1,
9	NM_001079264	GL172995	-	733882	1160875	736377	1160875	20	733882,737821,752791,773913,787392,788632,799026,804026,808772,873959,880407,992894,999370,1038909,1091335,1120449,1151292,1154662,1157141,1160671,	736577,737896,753013,774007,787529,788869,799263,804245,808943,874087,880564,993095,999490,1039016,1091507,1120599,1151557,1154806,1157326,1160875,	0	cntnap2	cmpl	incmpl	1,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,0,0,1,1,
73	NM_001017293	GL172995	+	613708	659618	630327	659357	18	613708,630320,631166,632367,635364,641671,641909,643796,644717,649284,649853,650644,652195,655222,657410,657746,658352,659296,	613800,630444,631295,632484,635485,641818,642012,643960,644810,649455,649948,650685,652321,655401,657494,657827,658437,659618,	0	ezh2	cmpl	cmpl	-1,0,0,0,0,1,1,2,1,0,0,2,1,1,1,1,1,2,
589	NM_001037265	GL172995	-	546279	563919	546324	563904	8	546279,547379,547730,549457,550851,554858,562459,563847,	546429,547535,547854,549528,551017,554953,562561,563919,	0	exosc7	cmpl	cmpl	0,0,2,0,2,0,0,0,
589	NM_001011290	GL172995	+	564090	582926	571310	582338	7	564090,571283,576616,576855,578708,579549,582179,	564224,571613,576741,576952,578790,579680,582926,	0	zdhhc3	cmpl	cmpl	-1,0,0,2,0,1,0,
589	NM_001011424	GL172995	-	535137	542694	535434	542685	3	535137,537110,542588,	535835,537209,542694,	0	clec3b	cmpl	cmpl	1,1,0,
590	NM_001045790	GL172995	-	663744	691370	664353	691204	22	663744,663784,667184,667968,668346,670009,670557,670874,676943,677724,678754,679341,680602,680794,681259,682096,682849,683754,684401,684591,685334,691064,	663775,664434,667298,668074,668429,670057,670650,671006,677020,677842,678886,679390,680709,680902,681390,682259,683013,683845,684452,684759,685509,691370,	0	cul1	cmpl	cmpl	-1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,0,
73	NM_001142164	GL172996	+	724532	809169	746000	806088	24	724532,745933,770379,773224,781034,782991,786645,787637,788113,788675,791070,795359,795573,796874,797494,799528,801489,802605,803056,804223,804847,805987,807467,808571,	724676,746052,770506,773400,781130,783195,786748,787822,788250,788805,791221,795487,795749,796995,797653,799678,801717,802721,803243,804336,805016,807401,808373,809169,	0	cntn4	cmpl	cmpl	-1,0,1,2,1,1,1,2,1,0,1,2,1,0,1,1,1,1,0,1,0,1,-1,-1,
591	NM_001008191	GL172996	-	876595	887025	877371	887012	11	876595,878293,878684,878975,879393,880160,881431,881853,882302,882930,886939,	877558,878425,878749,879091,879478,880223,881597,882003,882505,883034,887025,	0	crbn	cmpl	cmpl	2,2,0,1,0,0,2,2,0,1,0,
591	NM_203675	GL172996	+	868771	875857	868891	875575	7	868771,870822,872008,872937,873658,874460,875326,	868925,871016,872147,873064,873852,874714,875857,	0	trnt1	cmpl	cmpl	0,1,0,1,2,1,0,
591	NM_001123462	GL172996	-	817596	846332	818751	841311	12	817596,820624,825826,826226,828547,829064,834198,835889,837555,840091,841281,846237,	818889,820706,825920,826371,828690,829246,834331,836031,837707,840152,841457,846332,	0	il5ra	cmpl	cmpl	0,2,1,0,1,2,1,0,1,0,0,-1,
592	NM_001016416	GL172996	-	978733	994361	978869	994351	9	978733,983071,984823,985883,987282,988019,991374,991805,994090,	978968,983131,984937,985998,987405,988102,991449,991979,994361,	0	sumf1	cmpl	cmpl	0,0,0,2,2,0,0,0,0,
592	NM_001114263	GL172996	+	964273	966981	964302	966842	2	964273,966101,	964416,966981,	0	setmar	cmpl	cmpl	0,0,
593	NM_204066	GL172996	+	1150638	1163345	1150705	1162333	12	1150638,1155818,1157263,1157522,1157818,1159262,1160872,1161159,1161447,1161616,1161956,1162243,	1151034,1155891,1157367,1157694,1158002,1159437,1160993,1161330,1161521,1161713,1162151,1163345,	0	edem1	cmpl	cmpl	0,2,0,2,0,1,2,0,0,2,0,0,
593	NM_001203253	GL172996	+	1130359	1143894	1130471	1140621	7	1130359,1137144,1137565,1138933,1140046,1140419,1140571,	1130594,1137225,1137639,1139027,1140114,1140490,1143894,	0	arl8b	cmpl	cmpl	0,0,0,2,0,2,1,
9	NM_001044438	GL172997	+	1004160	1058086	1019998	1057921	16	1004160,1005618,1007526,1014788,1015503,1015876,1017515,1019985,1023884,1026000,1036167,1036641,1046759,1046997,1056310,1057844,	1004213,1005733,1007593,1014801,1015569,1016013,1017578,1020025,1023918,1026022,1036203,1036749,1046816,1047064,1056823,1058086,	0	LOC733507	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,0,1,2,0,0,0,0,1,1,
590	NM_001017164	GL172997	+	655581	708574	655619	706875	4	655581,664789,693842,706755,	655674,664892,693885,708574,	0	dap	cmpl	cmpl	0,1,2,0,
591	NM_001127968	GL172997	-	823215	856042	825822	854507	6	823215,833915,847294,849166,854376,855921,	825889,834091,847456,849290,854521,856042,	0	ropn1l	cmpl	cmpl	2,0,0,2,0,-1,
592	NM_203570	GL172997	-	948007	995110	948113	992463	6	948007,963492,987975,989487,992248,995045,	948296,963584,988118,989595,992470,995110,	0	cmbl	cmpl	cmpl	0,1,2,2,0,-1,
73	NM_001130216	GL172998	+	580426	719713	580426	580662	4	580426,583297,609210,719654,	580662,583499,609218,719713,	0	btn2a1	incmpl	incmpl	0,-1,-1,-1,
588	NM_001113107	GL172998	+	454549	470647	457601	470097	7	454549,457036,457579,460006,461208,463304,470077,	454716,457123,457674,460351,461478,463409,470647,	0	btnl8	cmpl	cmpl	-1,-1,0,1,1,1,1,
73	NM_001045613	GL172999	+	120952	131873	123638	130791	9	120952,123585,124252,124889,125550,126018,127041,127545,130700,	120981,123762,124417,124978,125715,126318,127134,127652,131873,	0	clpx	cmpl	cmpl	-1,0,1,1,0,0,0,0,2,
73	NM_001102866	GL172999	-	511091	531126	511968	529226	19	511091,513120,513832,514255,515975,516966,517545,518809,519698,520465,521129,521952,522128,522363,523329,524777,525227,528964,531042,	511987,513239,513944,514399,516124,517102,517698,518889,519858,520643,521230,522014,522257,522474,523498,524951,525340,529234,531126,	0	dpp8	cmpl	cmpl	2,0,2,2,1,0,0,1,0,2,0,1,1,1,0,0,1,0,-1,
585	NM_001113081	GL172999	+	17354	38227	17437	37091	6	17354,20018,25544,33482,34062,35777,	17446,20165,25658,33587,34164,38227,	0	plekho2	cmpl	cmpl	0,0,0,0,0,0,
585	NM_001017126	GL172999	-	90056	101824	90363	98298	9	90056,92111,93970,94989,95760,96233,97052,98235,101780,	90486,92252,94078,95098,95906,96314,97214,98324,101824,	0	spg21	cmpl	cmpl	0,0,0,2,0,0,0,0,-1,
586	NM_001045718	GL172999	-	210781	219325	211641	219312	12	210781,211641,212133,213238,213494,213729,214810,215566,215917,216782,217161,219205,	210882,211746,212287,213317,213564,213897,214960,215667,216020,216901,217250,219325,	0	LOC734029	incmpl	cmpl	-1,0,2,1,0,0,0,1,0,1,2,0,
587	NM_001114076	GL172999	+	324251	324770	324254	324770	1	324251,	324770,	0	gnrhr2/nmi	cmpl	incmpl	0,
589	NM_001007938	GL172999	-	544730	555927	545051	553852	11	544730,546205,548313,549325,549565,549799,550402,551329,552596,553630,555803,	545303,546271,548432,549459,549710,549892,550546,551485,552704,553874,555927,	0	c15orf44	cmpl	cmpl	0,0,1,2,1,1,1,0,0,0,-1,
590	NM_001016481	GL172999	+	657015	668299	657065	667906	5	657015,663982,664747,666540,667766,	657105,664178,664941,666621,668299,	0	rab11a	cmpl	cmpl	0,1,2,1,1,
592	NM_001008057	GL172999	+	967570	988715	967656	987401	11	967570,980961,981286,981714,981989,982603,984919,985608,985839,986914,987287,	967736,981172,981433,981792,982041,982728,985127,985673,985901,986960,988715,	0	map2k1	cmpl	cmpl	0,2,0,0,0,1,0,1,0,2,0,
592	NM_001171810	GL172999	-	991851	996132	993317	996097	3	991851,994596,996007,	993434,994677,996132,	0	snapc5	cmpl	cmpl	0,0,0,
592	NM_001016216	GL172999	+	1006863	1035420	1006879	1032405	19	1006863,1008643,1009086,1009273,1009621,1009937,1010907,1013231,1014375,1015557,1017751,1018963,1019795,1020815,1021468,1022687,1023713,1032313,1034805,	1006932,1008695,1009182,1009389,1009824,1010017,1011063,1013303,1014469,1015613,1017857,1019043,1019952,1020844,1021605,1022783,1023832,1032421,1035420,	0	zwilch	cmpl	cmpl	0,2,0,0,2,1,0,0,0,1,0,1,0,1,0,2,2,1,-1,
